customer_id,base_value,Final_Value,discount_amount,discount_percentage,Discount Exposure,Conversion,Profit / Margin,dwell_time_seconds,price_comparison_tabs,product_views,cart_added,ground_truth_persona
CUST_58555,1205.0,0.0,0.0,0.0,1,0,0.0,128,1,3,1,Lost Cause
CUST_27159,2488.0,0.0,0.0,0.0,1,0,0.0,100,1,2,1,Lost Cause
CUST_90077,4791.0,0.0,0.0,0.0,0,0,0.0,228,2,5,0,Lost Cause
CUST_45920,2608.0,0.0,0.0,0.0,1,0,0.0,50,1,4,0,Lost Cause
CUST_77121,2356.0,2002.6,353.4,0.15,1,1,936.02,77,5,6,1,Persuadable
CUST_79479,1234.0,0.0,0.0,0.0,0,0,0.0,47,2,4,1,Lost Cause
CUST_99475,4714.0,0.0,0.0,0.0,0,0,0.0,196,0,3,0,Lost Cause
CUST_29457,1680.0,0.0,0.0,0.0,0,0,0.0,112,0,2,1,Lost Cause
CUST_76557,1126.0,0.0,0.0,0.0,0,0,0.0,139,0,3,1,Lost Cause
CUST_87189,6471.0,6471.0,0.0,0.0,0,1,3756.75,44,3,6,1,Persuadable
CUST_88953,1146.0,0.0,0.0,0.0,0,0,0.0,39,1,3,0,Lost Cause
CUST_62995,1935.0,0.0,0.0,0.0,0,0,0.0,90,4,6,0,Persuadable
CUST_50757,1096.0,822.0,274.0,0.25,1,1,304.63,170,3,5,0,Persuadable
CUST_19692,3439.0,2923.15,515.85,0.15,1,1,1322.91,99,3,2,0,Persuadable
CUST_55758,1211.0,0.0,0.0,0.0,0,0,0.0,13,2,4,0,Lost Cause
CUST_82409,1050.0,0.0,0.0,0.0,0,0,0.0,253,1,3,0,Lost Cause
CUST_81211,3510.0,2632.5,877.5,0.25,1,1,1085.31,18,0,3,1,Sure Thing
CUST_75697,4935.0,0.0,0.0,0.0,0,0,0.0,384,0,5,0,Lost Cause
CUST_47065,1918.0,0.0,0.0,0.0,0,0,0.0,13,0,4,0,Lost Cause
CUST_42606,1173.0,0.0,0.0,0.0,1,0,0.0,152,1,7,1,Lost Cause
CUST_21534,1851.0,1851.0,0.0,0.0,0,1,965.75,20,1,7,0,Sleeping Dog
CUST_50397,3456.0,0.0,0.0,0.0,0,0,0.0,299,1,3,1,Persuadable
CUST_11016,4940.0,3952.0,988.0,0.2,1,1,1816.09,84,1,5,1,Sure Thing
CUST_99789,4736.0,0.0,0.0,0.0,0,0,0.0,27,2,6,1,Lost Cause
CUST_65591,3470.0,2949.5,520.5,0.15,1,1,1490.78,60,1,4,1,Sure Thing
CUST_99812,1747.0,1747.0,0.0,0.0,0,1,927.97,31,1,4,1,Sure Thing
CUST_33247,9356.0,0.0,0.0,0.0,0,0,0.0,32,1,4,1,Sure Thing
CUST_34300,4681.0,0.0,0.0,0.0,0,0,0.0,365,2,6,1,Persuadable
CUST_84065,4909.0,4172.65,736.35,0.15,1,1,1969.59,80,0,3,1,Sure Thing
CUST_92798,1313.0,0.0,0.0,0.0,1,0,0.0,196,1,4,0,Lost Cause
CUST_19268,1779.0,0.0,0.0,0.0,0,0,0.0,132,0,4,1,Lost Cause
CUST_96807,2468.0,0.0,0.0,0.0,1,0,0.0,145,0,4,1,Lost Cause
CUST_22185,2419.0,1935.2,483.8,0.2,1,1,856.42,26,0,3,1,Sure Thing
CUST_73704,1169.0,0.0,0.0,0.0,1,0,0.0,42,2,4,1,Lost Cause
CUST_96779,1256.0,0.0,0.0,0.0,0,0,0.0,195,3,3,0,Persuadable
CUST_49099,2384.0,0.0,0.0,0.0,0,0,0.0,433,3,6,0,Persuadable
CUST_18571,3556.0,3556.0,0.0,0.0,0,1,2112.73,46,0,5,1,Sure Thing
CUST_48044,6543.0,0.0,0.0,0.0,1,0,0.0,48,1,5,0,Lost Cause
CUST_61214,1781.0,0.0,0.0,0.0,1,0,0.0,86,1,3,0,Lost Cause
CUST_71228,1753.0,0.0,0.0,0.0,0,0,0.0,505,2,4,1,Persuadable
CUST_58984,2599.0,0.0,0.0,0.0,0,0,0.0,47,2,6,1,Lost Cause
CUST_50774,4776.0,0.0,0.0,0.0,1,0,0.0,72,1,3,0,Lost Cause
CUST_12568,1798.0,1528.3,269.7,0.15,1,1,674.21,276,0,7,1,Persuadable
CUST_72592,1733.0,0.0,0.0,0.0,1,0,0.0,10,1,3,0,Lost Cause
CUST_77563,9614.0,0.0,0.0,0.0,0,0,0.0,14,1,2,0,Lost Cause
CUST_12695,1293.0,0.0,0.0,0.0,1,0,0.0,121,1,3,0,Lost Cause
CUST_58190,2367.0,0.0,0.0,0.0,0,0,0.0,295,1,6,1,Persuadable
CUST_15258,4673.0,0.0,0.0,0.0,0,0,0.0,42,2,5,1,Lost Cause
CUST_97538,1327.0,1194.3,132.7,0.1,1,1,652.26,86,3,7,0,Persuadable
CUST_49504,1926.0,0.0,0.0,0.0,1,0,0.0,81,2,5,1,Lost Cause
CUST_43159,2361.0,2006.85,354.15,0.15,1,1,914.05,86,0,4,1,Sure Thing
CUST_23986,1899.0,0.0,0.0,0.0,0,0,0.0,126,2,5,0,Lost Cause
CUST_71858,6384.0,0.0,0.0,0.0,0,0,0.0,86,0,6,1,Sure Thing
CUST_22666,1669.0,0.0,0.0,0.0,1,0,0.0,81,2,2,0,Lost Cause
CUST_48660,1317.0,0.0,0.0,0.0,0,0,0.0,87,2,5,0,Lost Cause
CUST_13561,1667.0,0.0,0.0,0.0,0,0,0.0,117,1,4,1,Lost Cause
CUST_36854,1214.0,0.0,0.0,0.0,1,0,0.0,102,2,4,1,Lost Cause
CUST_74505,1133.0,849.75,283.25,0.25,1,1,364.8,241,0,7,1,Persuadable
CUST_62251,3386.0,0.0,0.0,0.0,1,0,0.0,16,1,5,0,Lost Cause
CUST_32662,3501.0,0.0,0.0,0.0,1,0,0.0,224,1,6,0,Sleeping Dog
CUST_18392,2557.0,2045.6,511.4,0.2,1,1,873.5,232,0,5,1,Persuadable
CUST_40535,1096.0,0.0,0.0,0.0,1,0,0.0,50,1,4,0,Lost Cause
CUST_88603,6471.0,0.0,0.0,0.0,1,0,0.0,84,2,4,1,Lost Cause
CUST_62256,3469.0,3469.0,0.0,0.0,0,1,1940.12,79,1,3,1,Sure Thing
CUST_99135,2648.0,2383.2,264.8,0.1,1,1,1262.28,39,3,3,1,Persuadable
CUST_45222,4948.0,0.0,0.0,0.0,1,0,0.0,70,1,5,0,Lost Cause
CUST_87373,3356.0,3356.0,0.0,0.0,0,1,1910.09,15,1,4,1,Sure Thing
CUST_89575,4861.0,4131.85,729.15,0.15,1,1,2138.07,49,1,3,1,Sure Thing
CUST_94651,2567.0,0.0,0.0,0.0,1,0,0.0,213,1,5,1,Persuadable
CUST_73335,2530.0,2150.5,379.5,0.15,1,1,962.35,50,1,2,1,Sure Thing
CUST_20965,3639.0,0.0,0.0,0.0,0,0,0.0,214,1,4,0,Lost Cause
CUST_34538,9546.0,0.0,0.0,0.0,1,0,0.0,101,2,4,0,Lost Cause
CUST_80592,3447.0,0.0,0.0,0.0,0,0,0.0,264,0,5,1,Persuadable
CUST_18110,1673.0,0.0,0.0,0.0,0,0,0.0,112,2,5,0,Lost Cause
CUST_89309,1294.0,0.0,0.0,0.0,0,0,0.0,13,5,4,1,Persuadable
CUST_37266,3615.0,0.0,0.0,0.0,0,0,0.0,145,0,3,1,Lost Cause
CUST_62992,1872.0,0.0,0.0,0.0,1,0,0.0,15,2,8,0,Sleeping Dog
CUST_92948,3459.0,3113.1,345.9,0.1,1,1,1540.71,81,1,3,1,Sure Thing
CUST_16910,6362.0,5407.7,954.3,0.15,1,1,2369.66,328,1,3,1,Persuadable
CUST_10206,2516.0,0.0,0.0,0.0,1,0,0.0,31,1,4,0,Lost Cause
CUST_97054,2625.0,2625.0,0.0,0.0,0,1,1449.56,69,1,6,1,Sure Thing
CUST_97897,6359.0,0.0,0.0,0.0,0,0,0.0,167,2,5,1,Lost Cause
CUST_33419,1167.0,1050.3,116.7,0.1,1,1,554.45,266,0,4,1,Persuadable
CUST_60636,1667.0,1667.0,0.0,0.0,0,1,949.33,143,1,5,0,Lost Cause
CUST_60015,1761.0,1761.0,0.0,0.0,0,1,925.22,45,1,7,1,Sure Thing
CUST_64268,1153.0,0.0,0.0,0.0,0,0,0.0,144,1,6,1,Lost Cause
CUST_97939,6426.0,0.0,0.0,0.0,0,0,0.0,52,2,5,0,Lost Cause
CUST_28141,4842.0,0.0,0.0,0.0,1,0,0.0,162,1,4,1,Lost Cause
CUST_90356,4854.0,0.0,0.0,0.0,1,0,0.0,379,1,4,1,Persuadable
CUST_81910,2582.0,0.0,0.0,0.0,1,0,0.0,163,2,2,1,Lost Cause
CUST_66044,2480.0,2232.0,248.0,0.1,1,1,1227.6,248,1,3,1,Persuadable
CUST_77214,3551.0,0.0,0.0,0.0,1,0,0.0,10,2,6,1,Lost Cause
CUST_43827,1195.0,0.0,0.0,0.0,0,0,0.0,161,1,4,0,Lost Cause
CUST_65820,2453.0,0.0,0.0,0.0,0,0,0.0,222,1,5,1,Persuadable
CUST_72623,1248.0,0.0,0.0,0.0,0,0,0.0,14,2,6,1,Lost Cause
CUST_91734,3628.0,0.0,0.0,0.0,0,0,0.0,256,1,3,0,Lost Cause
CUST_85450,3462.0,3462.0,0.0,0.0,0,1,2050.95,45,1,6,1,Sure Thing
CUST_32299,1748.0,0.0,0.0,0.0,1,0,0.0,141,0,6,0,Sleeping Dog
CUST_53585,1785.0,0.0,0.0,0.0,0,0,0.0,203,2,3,0,Lost Cause
CUST_74044,6476.0,0.0,0.0,0.0,1,0,0.0,140,1,5,0,Lost Cause
CUST_52557,2639.0,0.0,0.0,0.0,0,0,0.0,21,2,2,0,Lost Cause
CUST_59080,1838.0,0.0,0.0,0.0,1,0,0.0,118,2,4,0,Lost Cause
CUST_12693,3614.0,0.0,0.0,0.0,0,0,0.0,105,1,7,1,Lost Cause
CUST_79163,4738.0,0.0,0.0,0.0,0,0,0.0,286,2,5,0,Lost Cause
CUST_35939,1828.0,0.0,0.0,0.0,0,0,0.0,72,3,3,1,Persuadable
CUST_58925,9369.0,8432.1,936.9,0.1,1,1,4031.18,56,4,8,1,Persuadable
CUST_52941,9591.0,0.0,0.0,0.0,1,0,0.0,176,1,7,0,Sleeping Dog
CUST_31834,1894.0,0.0,0.0,0.0,0,0,0.0,73,4,5,1,Persuadable
CUST_28047,1081.0,0.0,0.0,0.0,1,0,0.0,134,0,8,1,Lost Cause
CUST_36105,6409.0,0.0,0.0,0.0,0,0,0.0,134,1,4,0,Lost Cause
CUST_85766,1861.0,1861.0,0.0,0.0,0,1,1018.21,272,0,5,1,Persuadable
CUST_25707,1760.0,0.0,0.0,0.0,1,0,0.0,119,0,5,1,Lost Cause
CUST_31976,1900.0,1520.0,380.0,0.2,1,1,670.7,93,3,3,0,Persuadable
CUST_54262,3350.0,3350.0,0.0,0.0,0,1,1876.97,27,1,5,1,Sure Thing
CUST_33776,2632.0,0.0,0.0,0.0,1,0,0.0,24,2,3,1,Lost Cause
CUST_40080,3611.0,3249.9,361.1,0.1,1,1,1651.97,30,0,5,1,Sure Thing
CUST_76842,1816.0,1543.6,272.4,0.15,1,1,723.69,32,0,3,1,Sure Thing
CUST_71373,2563.0,2050.4,512.6,0.2,1,1,977.52,131,3,7,0,Persuadable
CUST_16776,1780.0,0.0,0.0,0.0,1,0,0.0,172,2,4,1,Lost Cause
CUST_65016,1056.0,0.0,0.0,0.0,1,0,0.0,100,2,5,1,Lost Cause
CUST_19474,6435.0,0.0,0.0,0.0,0,0,0.0,221,6,1,1,Persuadable
CUST_68053,4889.0,0.0,0.0,0.0,0,0,0.0,578,0,3,0,Lost Cause
CUST_31959,1907.0,0.0,0.0,0.0,0,0,0.0,215,2,3,1,Persuadable
CUST_15530,4924.0,0.0,0.0,0.0,1,0,0.0,152,0,2,1,Lost Cause
CUST_13748,1099.0,0.0,0.0,0.0,0,0,0.0,101,0,5,1,Lost Cause
CUST_23545,1744.0,0.0,0.0,0.0,0,0,0.0,81,5,5,1,Persuadable
CUST_76199,2609.0,0.0,0.0,0.0,1,0,0.0,20,2,2,1,Lost Cause
CUST_44766,2532.0,2532.0,0.0,0.0,0,1,1458.02,71,2,5,1,Lost Cause
CUST_83530,3589.0,3230.1,358.9,0.1,1,1,1602.03,299,2,3,1,Persuadable
CUST_71087,1754.0,0.0,0.0,0.0,1,0,0.0,208,1,6,0,Sleeping Dog
CUST_78840,6489.0,0.0,0.0,0.0,0,0,0.0,39,3,7,0,Persuadable
CUST_64384,4779.0,0.0,0.0,0.0,1,0,0.0,85,2,1,0,Lost Cause
CUST_61005,1861.0,0.0,0.0,0.0,0,0,0.0,213,3,7,1,Persuadable
CUST_56576,4854.0,0.0,0.0,0.0,1,0,0.0,18,2,3,1,Lost Cause
CUST_49353,3531.0,0.0,0.0,0.0,0,0,0.0,68,0,3,0,Lost Cause
CUST_72003,3363.0,0.0,0.0,0.0,1,0,0.0,239,1,4,0,Lost Cause
CUST_93211,6486.0,5513.1,972.9,0.15,1,1,2564.67,72,0,8,1,Sure Thing
CUST_62733,3617.0,0.0,0.0,0.0,0,0,0.0,19,2,4,1,Lost Cause
CUST_75318,2488.0,0.0,0.0,0.0,0,0,0.0,103,3,6,1,Persuadable
CUST_99474,4882.0,0.0,0.0,0.0,0,0,0.0,247,5,2,1,Persuadable
CUST_33664,3369.0,0.0,0.0,0.0,0,0,0.0,117,1,2,1,Lost Cause
CUST_77172,4913.0,0.0,0.0,0.0,1,0,0.0,40,2,8,1,Lost Cause
CUST_95616,1713.0,0.0,0.0,0.0,1,0,0.0,68,1,5,0,Lost Cause
CUST_36736,6361.0,6361.0,0.0,0.0,0,1,3595.04,81,1,4,0,Lost Cause
CUST_10854,6645.0,0.0,0.0,0.0,0,0,0.0,113,2,5,0,Lost Cause
CUST_48623,2606.0,2345.4,260.6,0.1,1,1,1122.85,180,3,6,0,Persuadable
CUST_17392,3596.0,0.0,0.0,0.0,0,0,0.0,22,2,6,1,Lost Cause
CUST_65680,1230.0,0.0,0.0,0.0,0,0,0.0,274,1,3,1,Persuadable
CUST_56717,1202.0,1202.0,0.0,0.0,0,1,656.18,11,1,7,1,Sure Thing
CUST_97092,2447.0,0.0,0.0,0.0,1,0,0.0,65,2,3,1,Lost Cause
CUST_60859,9430.0,7544.0,1886.0,0.2,1,1,3302.29,13,1,5,1,Sure Thing
CUST_36309,1125.0,956.25,168.75,0.15,1,1,495.14,69,1,4,1,Sure Thing
CUST_97455,9412.0,0.0,0.0,0.0,1,0,0.0,99,2,2,1,Lost Cause
CUST_73734,6604.0,0.0,0.0,0.0,1,0,0.0,96,0,4,1,Lost Cause
CUST_80467,4725.0,0.0,0.0,0.0,1,0,0.0,31,1,5,0,Lost Cause
CUST_62662,6427.0,0.0,0.0,0.0,1,0,0.0,134,2,9,1,Lost Cause
CUST_22688,4661.0,3728.8,932.2,0.2,1,1,1548.71,15,4,2,1,Persuadable
CUST_35342,4702.0,4231.8,470.2,0.1,1,1,2229.24,182,0,6,1,Persuadable
CUST_47157,3583.0,0.0,0.0,0.0,1,0,0.0,361,2,2,1,Persuadable
CUST_77863,1724.0,0.0,0.0,0.0,1,0,0.0,59,2,4,0,Lost Cause
CUST_62083,2428.0,0.0,0.0,0.0,1,0,0.0,97,1,7,1,Lost Cause
CUST_75733,1072.0,0.0,0.0,0.0,1,0,0.0,67,1,3,0,Lost Cause
CUST_99045,2579.0,0.0,0.0,0.0,0,0,0.0,10,1,3,0,Lost Cause
CUST_44698,1184.0,0.0,0.0,0.0,0,0,0.0,68,2,4,1,Lost Cause
CUST_90623,4687.0,0.0,0.0,0.0,1,0,0.0,198,2,4,0,Lost Cause
CUST_32671,4817.0,0.0,0.0,0.0,0,0,0.0,118,2,6,1,Lost Cause
CUST_35184,1794.0,0.0,0.0,0.0,1,0,0.0,22,2,3,0,Lost Cause
CUST_52107,3497.0,0.0,0.0,0.0,0,0,0.0,235,1,1,1,Persuadable
CUST_96202,1344.0,1142.4,201.6,0.15,1,1,549.02,100,3,4,1,Persuadable
CUST_61663,1732.0,0.0,0.0,0.0,0,0,0.0,231,1,4,0,Lost Cause
CUST_25708,6633.0,0.0,0.0,0.0,1,0,0.0,114,0,6,1,Lost Cause
CUST_59811,2617.0,0.0,0.0,0.0,1,0,0.0,108,1,3,1,Lost Cause
CUST_12811,3428.0,0.0,0.0,0.0,1,0,0.0,23,0,2,0,Lost Cause
CUST_66250,1134.0,0.0,0.0,0.0,0,0,0.0,31,0,4,0,Lost Cause
CUST_82082,3593.0,2874.4,718.6,0.2,1,1,1374.62,439,0,1,1,Persuadable
CUST_44754,4750.0,0.0,0.0,0.0,1,0,0.0,41,0,5,0,Lost Cause
CUST_21411,2384.0,2145.6,238.4,0.1,1,1,1155.75,465,0,6,1,Persuadable
CUST_12911,1932.0,0.0,0.0,0.0,0,0,0.0,101,1,3,1,Lost Cause
CUST_77270,1810.0,0.0,0.0,0.0,1,0,0.0,27,0,6,0,Sleeping Dog
CUST_93763,1307.0,1307.0,0.0,0.0,0,1,707.34,22,1,4,1,Sure Thing
CUST_18680,2463.0,2093.55,369.45,0.15,1,1,927.18,38,0,4,1,Sure Thing
CUST_94896,4923.0,0.0,0.0,0.0,0,0,0.0,321,0,5,1,Persuadable
CUST_93879,2407.0,0.0,0.0,0.0,1,0,0.0,74,2,4,0,Lost Cause
CUST_81295,1253.0,1127.7,125.3,0.1,1,1,584.19,70,0,4,1,Sure Thing
CUST_98614,9612.0,0.0,0.0,0.0,0,0,0.0,55,2,4,0,Lost Cause
CUST_21111,1758.0,0.0,0.0,0.0,0,0,0.0,29,3,3,0,Persuadable
CUST_47504,6405.0,0.0,0.0,0.0,0,0,0.0,90,0,3,1,Lost Cause
CUST_11802,3649.0,0.0,0.0,0.0,0,0,0.0,26,0,5,0,Lost Cause
CUST_18155,2529.0,0.0,0.0,0.0,1,0,0.0,226,1,6,0,Sleeping Dog
CUST_83656,6459.0,0.0,0.0,0.0,0,0,0.0,65,3,5,0,Persuadable
CUST_49384,2606.0,0.0,0.0,0.0,0,0,0.0,66,3,3,0,Persuadable
CUST_57254,1270.0,0.0,0.0,0.0,1,0,0.0,87,0,3,0,Lost Cause
CUST_31918,2546.0,0.0,0.0,0.0,1,0,0.0,80,0,4,0,Lost Cause
CUST_95981,2547.0,0.0,0.0,0.0,1,0,0.0,600,1,4,0,Lost Cause
CUST_70713,3548.0,0.0,0.0,0.0,1,0,0.0,104,2,5,1,Lost Cause
CUST_40306,1786.0,0.0,0.0,0.0,1,0,0.0,21,1,3,0,Lost Cause
CUST_26646,1224.0,0.0,0.0,0.0,0,0,0.0,122,4,3,1,Persuadable
CUST_56843,2482.0,0.0,0.0,0.0,0,0,0.0,29,0,4,0,Lost Cause
CUST_26371,1306.0,0.0,0.0,0.0,0,0,0.0,13,2,7,1,Lost Cause
CUST_87371,9585.0,0.0,0.0,0.0,1,0,0.0,433,0,6,0,Sleeping Dog
CUST_12049,1320.0,1122.0,198.0,0.15,1,1,517.48,188,1,6,1,Persuadable
CUST_41616,1266.0,0.0,0.0,0.0,0,0,0.0,480,2,1,1,Persuadable
CUST_30932,1725.0,0.0,0.0,0.0,0,0,0.0,87,0,5,0,Lost Cause
CUST_39855,1937.0,0.0,0.0,0.0,0,0,0.0,101,3,5,0,Persuadable
CUST_71434,2566.0,2566.0,0.0,0.0,0,1,1494.87,32,0,4,1,Sure Thing
CUST_82694,1334.0,0.0,0.0,0.0,1,0,0.0,44,2,5,1,Lost Cause
CUST_53016,2513.0,2010.4,502.6,0.2,1,1,855.52,228,1,3,1,Persuadable
CUST_17400,1863.0,1583.55,279.45,0.15,1,1,808.28,62,1,3,1,Sure Thing
CUST_52642,1734.0,0.0,0.0,0.0,1,0,0.0,220,1,2,0,Lost Cause
CUST_25151,1125.0,1012.5,112.5,0.1,1,1,514.78,158,3,6,0,Persuadable
CUST_61407,2635.0,0.0,0.0,0.0,0,0,0.0,33,0,3,0,Lost Cause
CUST_76690,4756.0,0.0,0.0,0.0,0,0,0.0,94,0,1,0,Lost Cause
CUST_14499,2551.0,0.0,0.0,0.0,0,0,0.0,145,0,4,0,Lost Cause
CUST_16295,1876.0,0.0,0.0,0.0,0,0,0.0,42,3,4,0,Persuadable
CUST_69040,1227.0,0.0,0.0,0.0,0,0,0.0,223,1,6,1,Persuadable
CUST_22183,3429.0,0.0,0.0,0.0,0,0,0.0,104,0,2,1,Lost Cause
CUST_39299,1723.0,1723.0,0.0,0.0,0,1,1000.35,31,2,7,0,Sleeping Dog
CUST_22874,4791.0,0.0,0.0,0.0,1,0,0.0,114,2,4,1,Lost Cause
CUST_42711,1199.0,0.0,0.0,0.0,1,0,0.0,600,1,2,0,Lost Cause
CUST_15539,1211.0,0.0,0.0,0.0,1,0,0.0,29,0,5,0,Lost Cause
CUST_63351,1777.0,1332.75,444.25,0.25,1,1,496.83,213,2,4,1,Persuadable
CUST_71267,1131.0,0.0,0.0,0.0,0,0,0.0,37,3,3,1,Persuadable
CUST_58354,1283.0,962.25,320.75,0.25,1,1,446.24,193,2,5,1,Persuadable
CUST_12557,3391.0,0.0,0.0,0.0,1,0,0.0,169,1,2,0,Lost Cause
CUST_48360,1734.0,0.0,0.0,0.0,1,0,0.0,52,1,1,0,Lost Cause
CUST_92018,1915.0,1627.75,287.25,0.15,1,1,794.23,57,1,6,1,Sure Thing
CUST_12200,1725.0,0.0,0.0,0.0,1,0,0.0,198,0,2,0,Lost Cause
CUST_78497,1817.0,1544.45,272.55,0.15,1,1,810.03,84,3,3,0,Persuadable
CUST_56975,1889.0,0.0,0.0,0.0,1,0,0.0,167,2,3,1,Lost Cause
CUST_31357,2432.0,2188.8,243.2,0.1,1,1,1172.34,29,0,6,0,Sleeping Dog
CUST_87505,1739.0,1739.0,0.0,0.0,0,1,1013.65,239,3,4,0,Persuadable
CUST_12869,2506.0,0.0,0.0,0.0,1,0,0.0,158,1,4,0,Lost Cause
CUST_71135,2503.0,0.0,0.0,0.0,0,0,0.0,294,2,4,0,Lost Cause
CUST_60108,9467.0,8520.3,946.7,0.1,1,1,4661.75,27,3,7,0,Persuadable
CUST_48467,1724.0,0.0,0.0,0.0,1,0,0.0,117,0,2,1,Lost Cause
CUST_33328,2624.0,0.0,0.0,0.0,0,0,0.0,119,1,4,0,Lost Cause
CUST_96831,1293.0,969.75,323.25,0.25,1,1,419.83,62,0,6,1,Sure Thing
CUST_13987,2640.0,0.0,0.0,0.0,1,0,0.0,83,3,5,0,Persuadable
CUST_68871,1823.0,1823.0,0.0,0.0,0,1,988.53,14,1,1,1,Sure Thing
CUST_32399,2449.0,0.0,0.0,0.0,0,0,0.0,174,1,5,1,Lost Cause
CUST_56214,1145.0,973.25,171.75,0.15,1,1,509.34,105,3,2,0,Persuadable
