customer_id,base_value,final_value,discount_amount,discount_percentage,discount_exposure,conversion,profit_margin,dwell_time_seconds,price_comparison_tabs,product_views,cart_added,ground_truth_persona
CUST_45773,6683.68,0.0,0.0,0.0,1,0,0.0,23,2,1,0,lost_cause
CUST_77435,5372.75,0.0,0.0,0.0,1,0,0.0,7,2,2,0,lost_cause
CUST_66886,3544.55,2658.41,886.14,0.25,1,1,1240.59,90,1,1,1,sure_thing
CUST_76803,5147.22,4375.14,772.08,0.15,1,1,2316.25,261,5,12,0,persuadable
CUST_41551,4967.81,0.0,0.0,0.0,1,0,0.0,25,0,2,0,lost_cause
CUST_21394,6852.44,0.0,0.0,0.0,0,0,0.0,15,2,1,0,lost_cause
CUST_79092,7881.23,7093.11,788.12,0.1,1,1,3940.62,294,5,7,0,persuadable
CUST_13890,4171.78,0.0,0.0,0.0,1,0,0.0,31,1,1,0,lost_cause
CUST_51606,6462.04,0.0,0.0,0.0,0,0,0.0,213,6,14,1,persuadable
CUST_90038,2148.46,1826.19,322.27,0.15,1,1,966.81,459,6,7,0,persuadable
CUST_97313,6549.4,0.0,0.0,0.0,0,0,0.0,13,0,1,0,lost_cause
CUST_20627,3914.21,0.0,0.0,0.0,1,0,0.0,52,1,2,0,lost_cause
CUST_18792,1756.04,0.0,0.0,0.0,1,0,0.0,46,0,1,0,lost_cause
CUST_83969,3861.1,0.0,0.0,0.0,0,0,0.0,32,1,1,0,lost_cause
CUST_53001,5469.18,0.0,0.0,0.0,0,0,0.0,28,2,1,0,lost_cause
CUST_86552,2275.13,2275.13,0.0,0.0,0,1,1365.08,86,0,2,1,sure_thing
CUST_33897,7506.22,0.0,0.0,0.0,0,0,0.0,147,7,5,0,persuadable
CUST_78148,2004.87,2004.87,0.0,0.0,0,1,1202.92,95,0,2,1,sure_thing
CUST_33483,7545.04,6036.03,1509.01,0.2,1,1,3018.01,82,0,2,1,sure_thing
CUST_58555,6096.39,0.0,0.0,0.0,1,0,0.0,52,2,2,0,lost_cause
CUST_27159,3643.13,0.0,0.0,0.0,1,0,0.0,92,1,5,1,sleeping_dog
CUST_90077,4039.88,3433.9,605.98,0.15,1,1,1817.95,39,1,1,1,sure_thing
CUST_45920,6315.26,0.0,0.0,0.0,0,0,0.0,565,5,5,1,persuadable
CUST_77121,5409.56,0.0,0.0,0.0,0,0,0.0,47,2,1,0,lost_cause
CUST_79479,5865.68,4692.54,1173.14,0.2,1,1,2346.27,21,1,2,1,sure_thing
CUST_99475,4029.57,0.0,0.0,0.0,0,0,0.0,20,2,1,0,lost_cause
CUST_29457,4670.79,0.0,0.0,0.0,0,0,0.0,53,2,2,0,lost_cause
CUST_76557,7934.14,0.0,0.0,0.0,1,0,0.0,47,0,1,0,lost_cause
CUST_87189,2890.5,2456.92,433.58,0.15,1,1,1300.72,42,1,3,1,sure_thing
CUST_88953,4216.07,3583.66,632.41,0.15,1,1,1897.23,451,4,10,0,persuadable
CUST_62995,3396.85,0.0,0.0,0.0,1,0,0.0,37,0,2,0,lost_cause
CUST_50757,6473.22,0.0,0.0,0.0,1,0,0.0,19,2,1,0,lost_cause
CUST_19692,6466.08,6466.08,0.0,0.0,0,1,3879.65,115,1,2,1,sure_thing
CUST_55758,3400.9,0.0,0.0,0.0,1,0,0.0,50,0,2,0,lost_cause
CUST_82409,2029.04,1826.14,202.9,0.1,1,1,1014.52,53,0,1,1,sure_thing
CUST_81211,1574.31,0.0,0.0,0.0,0,0,0.0,35,1,1,0,lost_cause
CUST_75697,4278.43,4278.43,0.0,0.0,0,1,2567.06,61,1,1,1,sure_thing
CUST_47065,4167.19,4167.19,0.0,0.0,0,1,2500.31,142,2,3,1,sleeping_dog
CUST_42606,7924.53,6735.85,1188.68,0.15,1,1,3566.04,139,3,11,0,persuadable
CUST_21534,4553.71,3415.28,1138.43,0.25,1,1,1593.8,192,4,12,0,persuadable
CUST_50397,3166.72,3166.72,0.0,0.0,0,1,1900.03,64,0,1,1,sure_thing
CUST_11016,7292.99,6563.69,729.3,0.1,1,1,3646.49,127,7,7,0,persuadable
CUST_99789,4691.94,0.0,0.0,0.0,1,0,0.0,5,1,1,0,lost_cause
CUST_65591,5394.64,5394.64,0.0,0.0,0,1,3236.78,161,2,3,1,sleeping_dog
CUST_99812,2121.85,0.0,0.0,0.0,0,0,0.0,411,4,12,0,persuadable
CUST_33247,3988.96,3590.06,398.9,0.1,1,1,1994.48,129,3,10,0,persuadable
CUST_34300,7637.45,0.0,0.0,0.0,1,0,0.0,31,0,1,0,lost_cause
CUST_84065,5331.78,0.0,0.0,0.0,1,0,0.0,15,0,1,0,lost_cause
CUST_92798,3739.26,0.0,0.0,0.0,1,0,0.0,11,2,1,0,lost_cause
CUST_19268,5566.84,5010.16,556.68,0.1,1,1,2783.42,495,7,6,0,persuadable
CUST_96807,7417.67,6305.02,1112.65,0.15,1,1,3337.95,494,6,7,1,persuadable
CUST_22185,3280.94,0.0,0.0,0.0,1,0,0.0,13,1,1,0,lost_cause
CUST_73704,4783.26,4783.26,0.0,0.0,0,1,2869.96,48,1,2,1,sure_thing
CUST_96779,7731.49,0.0,0.0,0.0,0,0,0.0,27,2,1,0,lost_cause
CUST_49099,2620.57,0.0,0.0,0.0,0,0,0.0,588,3,14,0,persuadable
CUST_18571,6177.82,0.0,0.0,0.0,1,0,0.0,56,0,2,0,lost_cause
CUST_48044,5494.13,4944.72,549.41,0.1,1,1,2747.07,109,0,2,1,sure_thing
CUST_61214,5917.89,0.0,0.0,0.0,1,0,0.0,55,0,1,0,lost_cause
CUST_71228,3782.93,3026.34,756.59,0.2,1,1,1513.17,287,7,14,0,persuadable
CUST_58984,3540.22,0.0,0.0,0.0,1,0,0.0,8,0,2,0,lost_cause
CUST_50774,5947.36,5947.36,0.0,0.0,0,1,3568.42,45,0,1,1,sure_thing
CUST_12568,2901.03,0.0,0.0,0.0,0,0,0.0,14,1,1,0,lost_cause
CUST_72592,4227.76,0.0,0.0,0.0,0,0,0.0,49,2,2,0,lost_cause
CUST_77563,2723.14,0.0,0.0,0.0,1,0,0.0,22,1,2,0,lost_cause
CUST_12695,1553.98,0.0,0.0,0.0,0,0,0.0,52,0,1,0,lost_cause
CUST_58190,7805.37,0.0,0.0,0.0,1,0,0.0,24,0,2,0,lost_cause
CUST_15258,4306.07,0.0,0.0,0.0,1,0,0.0,25,0,1,0,lost_cause
CUST_97538,7800.77,6240.62,1560.15,0.2,1,1,3120.31,439,3,5,0,persuadable
CUST_49504,2412.1,0.0,0.0,0.0,0,0,0.0,29,2,2,0,lost_cause
CUST_43159,5317.88,0.0,0.0,0.0,0,0,0.0,471,3,4,1,persuadable
CUST_23986,2806.33,2385.38,420.95,0.15,1,1,1262.85,68,1,1,1,sure_thing
CUST_71858,6635.48,6635.48,0.0,0.0,0,1,3981.29,14,0,3,1,sure_thing
CUST_22666,6594.07,0.0,0.0,0.0,0,0,0.0,266,3,9,0,persuadable
CUST_48660,2231.95,0.0,0.0,0.0,1,0,0.0,20,0,2,0,lost_cause
CUST_13561,7428.42,0.0,0.0,0.0,1,0,0.0,18,1,1,0,lost_cause
CUST_36854,2765.09,0.0,0.0,0.0,1,0,0.0,30,1,1,0,lost_cause
CUST_74505,5484.35,0.0,0.0,0.0,0,0,0.0,519,4,11,0,persuadable
CUST_62251,7906.62,7115.96,790.66,0.1,1,1,3953.31,518,5,11,0,persuadable
CUST_32662,7235.58,7235.58,0.0,0.0,0,1,4341.35,36,1,3,1,sure_thing
CUST_18392,7717.67,5788.25,1929.42,0.25,1,1,2701.18,334,3,11,0,persuadable
CUST_40535,3726.89,0.0,0.0,0.0,0,0,0.0,187,7,13,0,persuadable
CUST_88603,2186.24,1639.68,546.56,0.25,1,1,765.18,77,1,3,1,sure_thing
CUST_62256,2724.25,2724.25,0.0,0.0,0,1,1634.55,105,0,1,1,sure_thing
CUST_99135,4753.22,0.0,0.0,0.0,0,0,0.0,30,0,1,0,lost_cause
CUST_45222,6655.99,0.0,0.0,0.0,0,0,0.0,27,2,1,0,lost_cause
CUST_87373,2476.0,2476.0,0.0,0.0,0,1,1485.6,183,3,5,1,sleeping_dog
CUST_89575,5788.25,0.0,0.0,0.0,1,0,0.0,49,2,1,0,lost_cause
CUST_94651,3603.25,0.0,0.0,0.0,0,0,0.0,26,2,2,0,lost_cause
CUST_73335,3717.81,2974.25,743.56,0.2,1,1,1487.13,416,5,12,0,persuadable
CUST_20965,5802.47,0.0,0.0,0.0,1,0,0.0,32,0,1,0,lost_cause
CUST_34538,4535.5,0.0,0.0,0.0,0,0,0.0,35,1,1,0,lost_cause
CUST_80592,6778.22,5761.49,1016.73,0.15,1,1,3050.2,110,1,1,1,sure_thing
CUST_18110,2513.47,0.0,0.0,0.0,0,0,0.0,329,3,9,1,persuadable
CUST_89309,6634.66,0.0,0.0,0.0,0,0,0.0,57,1,2,0,lost_cause
CUST_37266,1917.53,1629.9,287.63,0.15,1,1,862.89,494,4,9,1,persuadable
CUST_62992,2761.35,0.0,0.0,0.0,0,0,0.0,35,2,2,0,lost_cause
CUST_92948,5764.97,0.0,0.0,0.0,1,0,0.0,45,1,2,0,lost_cause
CUST_16910,7057.02,5998.47,1058.55,0.15,1,1,3175.66,48,1,2,1,sure_thing
CUST_10206,3142.42,2671.06,471.36,0.15,1,1,1414.09,156,5,5,0,persuadable
CUST_97054,3626.75,0.0,0.0,0.0,0,0,0.0,332,6,8,0,persuadable
CUST_97897,4991.28,4991.28,0.0,0.0,0,1,2994.77,77,0,1,1,sure_thing
CUST_33419,2875.22,2875.22,0.0,0.0,0,1,1725.13,112,1,1,1,sure_thing
CUST_60636,6772.52,0.0,0.0,0.0,0,0,0.0,32,2,1,0,lost_cause
CUST_60015,6528.64,5549.34,979.3,0.15,1,1,2937.88,228,7,11,0,persuadable
CUST_64268,2444.4,2199.96,244.44,0.1,1,1,1222.2,527,5,13,1,persuadable
CUST_97939,4514.89,0.0,0.0,0.0,0,0,0.0,280,3,12,0,persuadable
CUST_28141,6536.38,0.0,0.0,0.0,1,0,0.0,47,1,1,0,lost_cause
CUST_90356,3692.64,3323.38,369.26,0.1,1,1,1846.32,361,4,11,0,persuadable
CUST_81910,5615.19,5053.67,561.52,0.1,1,1,2807.59,478,4,14,0,persuadable
CUST_66044,1826.39,0.0,0.0,0.0,0,0,0.0,13,2,1,0,lost_cause
CUST_77214,5456.48,0.0,0.0,0.0,0,0,0.0,13,0,2,0,lost_cause
CUST_43827,2492.24,1869.18,623.06,0.25,1,1,872.28,12,0,1,1,sure_thing
CUST_65820,6898.79,0.0,0.0,0.0,1,0,0.0,25,2,2,0,lost_cause
CUST_72623,3810.42,0.0,0.0,0.0,0,0,0.0,409,3,6,0,persuadable
CUST_91734,3330.1,0.0,0.0,0.0,0,0,0.0,215,7,8,0,persuadable
CUST_85450,6965.78,6269.2,696.58,0.1,1,1,3482.89,61,0,1,1,sure_thing
CUST_32299,1825.94,1825.94,0.0,0.0,0,1,1095.56,37,0,1,1,sure_thing
CUST_53585,4077.96,0.0,0.0,0.0,1,0,0.0,58,1,2,0,lost_cause
CUST_74044,3905.02,3319.27,585.75,0.15,1,1,1757.26,198,5,14,0,persuadable
CUST_52557,3351.2,0.0,0.0,0.0,0,0,0.0,509,6,12,0,persuadable
CUST_59080,7426.4,0.0,0.0,0.0,0,0,0.0,38,1,2,0,lost_cause
CUST_12693,6381.03,0.0,0.0,0.0,1,0,0.0,22,0,1,0,lost_cause
CUST_79163,1915.5,1915.5,0.0,0.0,0,1,1149.3,60,0,3,1,sure_thing
CUST_35939,6145.47,0.0,0.0,0.0,0,0,0.0,57,2,2,0,lost_cause
CUST_58925,4927.44,4927.44,0.0,0.0,0,1,2956.46,87,1,2,1,sure_thing
CUST_52941,7355.64,0.0,0.0,0.0,0,0,0.0,28,0,1,0,lost_cause
CUST_31834,3534.15,0.0,0.0,0.0,0,0,0.0,47,2,1,0,lost_cause
CUST_28047,5232.05,0.0,0.0,0.0,1,0,0.0,208,3,3,1,sleeping_dog
CUST_36105,4754.91,4041.67,713.24,0.15,1,1,2139.71,92,1,2,1,sure_thing
CUST_85766,4682.15,3511.61,1170.54,0.25,1,1,1638.75,54,1,2,1,sure_thing
CUST_25707,4464.69,3348.52,1116.17,0.25,1,1,1562.64,495,4,7,0,persuadable
CUST_31976,2836.59,0.0,0.0,0.0,0,0,0.0,392,6,14,0,persuadable
CUST_54262,6412.11,6412.11,0.0,0.0,0,1,3847.27,83,0,3,1,sure_thing
CUST_33776,4433.68,0.0,0.0,0.0,1,0,0.0,7,2,2,0,lost_cause
CUST_40080,7730.36,6184.29,1546.07,0.2,1,1,3092.15,98,0,2,1,sure_thing
CUST_76842,3195.25,2396.44,798.81,0.25,1,1,1118.34,401,5,14,0,persuadable
CUST_71373,5937.83,0.0,0.0,0.0,1,0,0.0,58,0,1,0,lost_cause
CUST_16776,7614.66,0.0,0.0,0.0,0,0,0.0,359,5,10,1,persuadable
CUST_65016,5812.48,0.0,0.0,0.0,1,0,0.0,41,2,1,0,lost_cause
CUST_19474,7163.27,7163.27,0.0,0.0,0,1,4297.96,17,1,2,1,sure_thing
CUST_68053,6878.63,0.0,0.0,0.0,0,0,0.0,458,4,10,0,persuadable
CUST_31959,3840.77,3072.62,768.15,0.2,1,1,1536.31,87,0,1,1,sure_thing
CUST_15530,5400.81,4860.73,540.08,0.1,1,1,2700.41,92,1,1,1,sure_thing
CUST_13748,2515.7,0.0,0.0,0.0,1,0,0.0,59,2,1,0,lost_cause
CUST_23545,4980.92,4980.92,0.0,0.0,0,1,2988.55,92,0,2,1,sure_thing
CUST_76199,2997.74,0.0,0.0,0.0,0,0,0.0,350,4,12,0,persuadable
CUST_44766,6334.29,5384.15,950.14,0.15,1,1,2850.43,228,3,7,1,persuadable
CUST_83530,4932.38,0.0,0.0,0.0,0,0,0.0,444,3,4,0,persuadable
CUST_71087,4172.98,0.0,0.0,0.0,0,0,0.0,31,2,1,0,lost_cause
CUST_78840,3247.18,2597.74,649.44,0.2,1,1,1298.87,88,1,1,1,sure_thing
CUST_64384,7991.54,0.0,0.0,0.0,1,0,0.0,15,0,2,0,lost_cause
CUST_61005,1966.12,1966.12,0.0,0.0,0,1,1179.67,145,1,2,1,sleeping_dog
CUST_56576,1783.14,0.0,0.0,0.0,0,0,0.0,46,0,2,0,lost_cause
CUST_49353,2912.17,0.0,0.0,0.0,0,0,0.0,22,2,2,0,lost_cause
CUST_72003,7811.97,7811.97,0.0,0.0,0,1,4687.18,42,0,3,1,sure_thing
CUST_93211,7865.05,0.0,0.0,0.0,0,0,0.0,243,4,12,0,persuadable
CUST_62733,5757.03,4605.62,1151.41,0.2,1,1,2302.81,275,6,12,0,persuadable
CUST_75318,7220.69,0.0,0.0,0.0,0,0,0.0,59,1,2,0,lost_cause
CUST_99474,2890.75,2890.75,0.0,0.0,0,1,1734.45,202,2,5,1,sleeping_dog
CUST_33664,7818.27,0.0,0.0,0.0,0,0,0.0,325,6,5,0,persuadable
CUST_77172,2428.1,0.0,0.0,0.0,1,0,0.0,41,1,2,0,lost_cause
CUST_95616,2157.31,1725.85,431.46,0.2,1,1,862.93,100,0,3,1,sure_thing
CUST_36736,2229.38,0.0,0.0,0.0,1,0,0.0,19,1,1,0,lost_cause
CUST_10854,5225.33,3919.0,1306.33,0.25,1,1,1828.87,495,6,12,0,persuadable
CUST_48623,6576.33,0.0,0.0,0.0,1,0,0.0,109,2,3,1,sleeping_dog
CUST_17392,3883.34,0.0,0.0,0.0,0,0,0.0,15,1,1,0,lost_cause
CUST_65680,7856.32,0.0,0.0,0.0,0,0,0.0,181,3,7,0,persuadable
CUST_56717,4323.73,3242.8,1080.93,0.25,1,1,1513.31,99,1,1,1,sure_thing
CUST_97092,2477.92,2477.92,0.0,0.0,0,1,1486.75,22,0,3,1,sure_thing
CUST_60859,4528.78,3396.58,1132.2,0.25,1,1,1585.07,84,1,1,1,sure_thing
CUST_36309,5913.74,4730.99,1182.75,0.2,1,1,2365.49,237,7,9,0,persuadable
CUST_97455,6909.47,0.0,0.0,0.0,1,0,0.0,26,0,1,0,lost_cause
CUST_73734,4481.99,0.0,0.0,0.0,0,0,0.0,31,1,2,0,lost_cause
CUST_80467,5358.44,4822.6,535.84,0.1,1,1,2679.22,581,4,8,1,persuadable
CUST_62662,3237.74,2752.08,485.66,0.15,1,1,1456.98,41,1,3,1,sure_thing
CUST_22688,5698.46,0.0,0.0,0.0,1,0,0.0,46,1,2,0,lost_cause
CUST_35342,7908.82,0.0,0.0,0.0,0,0,0.0,21,1,1,0,lost_cause
CUST_47157,1818.85,1364.14,454.71,0.25,1,1,636.6,69,0,1,1,sure_thing
CUST_77863,7262.45,0.0,0.0,0.0,0,0,0.0,5,2,1,0,lost_cause
CUST_62083,5154.84,0.0,0.0,0.0,0,0,0.0,157,3,13,1,persuadable
CUST_75733,3138.64,3138.64,0.0,0.0,0,1,1883.18,101,0,1,1,sure_thing
CUST_99045,7706.78,0.0,0.0,0.0,0,0,0.0,502,3,12,0,persuadable
CUST_44698,4641.8,4177.62,464.18,0.1,1,1,2320.9,447,3,11,0,persuadable
CUST_90623,3655.99,2741.99,914.0,0.25,1,1,1279.59,78,1,2,1,sure_thing
CUST_32671,2679.73,0.0,0.0,0.0,0,0,0.0,29,0,1,0,lost_cause
CUST_35184,3088.94,0.0,0.0,0.0,1,0,0.0,5,1,2,0,lost_cause
CUST_52107,6913.52,0.0,0.0,0.0,0,0,0.0,7,0,1,0,lost_cause
CUST_96202,5493.67,0.0,0.0,0.0,0,0,0.0,435,5,5,0,persuadable
CUST_61663,7436.1,0.0,0.0,0.0,0,0,0.0,559,3,7,0,persuadable
CUST_25708,3007.79,0.0,0.0,0.0,0,0,0.0,53,1,1,0,lost_cause
CUST_59811,2287.4,0.0,0.0,0.0,0,0,0.0,162,3,5,0,persuadable
CUST_12811,1539.57,1539.57,0.0,0.0,0,1,923.74,59,0,2,1,sure_thing
CUST_66250,4801.1,3600.82,1200.28,0.25,1,1,1680.38,289,3,14,0,persuadable
CUST_82082,7989.0,0.0,0.0,0.0,0,0,0.0,42,0,2,0,lost_cause
CUST_44754,6017.27,4813.82,1203.45,0.2,1,1,2406.91,493,4,4,0,persuadable
CUST_21411,3504.56,2803.65,700.91,0.2,1,1,1401.83,82,1,1,1,sure_thing
CUST_12911,7199.58,0.0,0.0,0.0,0,0,0.0,29,0,1,0,lost_cause
CUST_77270,6581.19,4935.89,1645.3,0.25,1,1,2303.41,103,0,3,1,sure_thing
CUST_93763,1600.2,1360.17,240.03,0.15,1,1,720.09,333,4,13,1,persuadable
CUST_18680,6809.59,5107.19,1702.4,0.25,1,1,2383.35,21,1,3,1,sure_thing
CUST_94896,3453.42,0.0,0.0,0.0,0,0,0.0,151,3,14,0,persuadable
CUST_93879,2472.88,0.0,0.0,0.0,0,0,0.0,57,0,2,0,lost_cause
CUST_81295,2971.15,0.0,0.0,0.0,0,0,0.0,460,4,10,0,persuadable
CUST_98614,4545.77,3863.9,681.87,0.15,1,1,2045.59,61,0,1,1,sure_thing
CUST_21111,4261.64,0.0,0.0,0.0,0,0,0.0,35,2,2,0,lost_cause
CUST_47504,3377.77,0.0,0.0,0.0,0,0,0.0,24,1,2,0,lost_cause
CUST_11802,2619.42,0.0,0.0,0.0,1,0,0.0,59,2,1,0,lost_cause
CUST_18155,6454.5,5809.05,645.45,0.1,1,1,3227.25,118,0,2,1,sure_thing
CUST_83656,7935.71,5951.78,1983.93,0.25,1,1,2777.5,346,3,9,0,persuadable
CUST_49384,6555.65,6555.65,0.0,0.0,0,1,3933.39,102,3,4,1,sleeping_dog
CUST_57254,3423.59,0.0,0.0,0.0,0,0,0.0,41,1,1,0,lost_cause
CUST_31918,3091.26,3091.26,0.0,0.0,0,1,1854.76,44,1,1,1,sure_thing
CUST_95981,2914.83,2477.61,437.22,0.15,1,1,1311.68,35,0,3,1,sure_thing
CUST_70713,2388.52,0.0,0.0,0.0,0,0,0.0,241,3,13,1,persuadable
CUST_40306,5083.65,0.0,0.0,0.0,0,0,0.0,32,0,2,0,lost_cause
CUST_26646,5435.1,0.0,0.0,0.0,0,0,0.0,475,5,8,1,persuadable
CUST_56843,6085.77,0.0,0.0,0.0,0,0,0.0,287,7,12,0,persuadable
CUST_26371,5921.39,5329.25,592.14,0.1,1,1,2960.69,70,1,3,1,sure_thing
CUST_87371,3400.17,0.0,0.0,0.0,1,0,0.0,6,1,2,0,lost_cause
CUST_12049,3647.02,0.0,0.0,0.0,0,0,0.0,12,2,2,0,lost_cause
CUST_41616,5929.84,0.0,0.0,0.0,0,0,0.0,289,7,12,1,persuadable
CUST_30932,3771.41,0.0,0.0,0.0,0,0,0.0,28,2,2,0,lost_cause
CUST_39855,2882.05,0.0,0.0,0.0,1,0,0.0,200,3,4,1,sleeping_dog
CUST_71434,3933.18,3933.18,0.0,0.0,0,1,2359.91,18,0,1,1,sure_thing
CUST_82694,3268.55,2941.69,326.86,0.1,1,1,1634.27,173,4,10,0,persuadable
CUST_53016,2074.03,1659.22,414.81,0.2,1,1,829.61,361,5,4,0,persuadable
CUST_17400,6895.9,0.0,0.0,0.0,0,0,0.0,15,0,2,0,lost_cause
CUST_52642,7045.22,0.0,0.0,0.0,0,0,0.0,11,2,1,0,lost_cause
CUST_25151,2928.38,0.0,0.0,0.0,1,0,0.0,52,1,2,0,lost_cause
CUST_61407,1921.02,0.0,0.0,0.0,1,0,0.0,51,1,2,0,lost_cause
CUST_76690,6302.38,5672.14,630.24,0.1,1,1,3151.19,556,5,6,1,persuadable
CUST_14499,2874.94,0.0,0.0,0.0,1,0,0.0,30,1,1,0,lost_cause
CUST_16295,4057.33,0.0,0.0,0.0,0,0,0.0,424,3,5,0,persuadable
CUST_69040,1916.88,1916.88,0.0,0.0,0,1,1150.13,21,0,2,1,sure_thing
CUST_22183,2970.75,0.0,0.0,0.0,1,0,0.0,58,1,1,0,lost_cause
CUST_39299,6653.86,0.0,0.0,0.0,0,0,0.0,47,2,2,0,lost_cause
CUST_22874,6728.58,0.0,0.0,0.0,0,0,0.0,378,4,11,1,persuadable
CUST_42711,2846.05,0.0,0.0,0.0,0,0,0.0,21,2,2,0,lost_cause
CUST_15539,3683.44,0.0,0.0,0.0,1,0,0.0,8,2,1,0,lost_cause
CUST_63351,2372.55,0.0,0.0,0.0,0,0,0.0,579,3,8,0,persuadable
CUST_71267,1982.12,0.0,0.0,0.0,1,0,0.0,111,2,4,1,sleeping_dog
CUST_58354,7949.12,6359.3,1589.82,0.2,1,1,3179.65,61,0,1,1,sure_thing
CUST_12557,5761.36,5185.22,576.14,0.1,1,1,2880.68,53,1,2,1,sure_thing
CUST_48360,5023.63,4521.27,502.36,0.1,1,1,2511.82,73,1,3,1,sure_thing
CUST_92018,6475.74,0.0,0.0,0.0,1,0,0.0,9,1,2,0,lost_cause
CUST_12200,6960.5,0.0,0.0,0.0,1,0,0.0,57,2,1,0,lost_cause
CUST_78497,6743.65,5732.1,1011.55,0.15,1,1,3034.64,13,0,1,1,sure_thing
CUST_56975,1607.51,0.0,0.0,0.0,0,0,0.0,227,5,13,0,persuadable
CUST_31357,2714.25,0.0,0.0,0.0,0,0,0.0,27,1,1,0,lost_cause
CUST_87505,5756.88,4893.35,863.53,0.15,1,1,2590.6,44,1,1,1,sure_thing
CUST_12869,3942.44,0.0,0.0,0.0,0,0,0.0,35,2,2,0,lost_cause
CUST_71135,7886.14,0.0,0.0,0.0,0,0,0.0,5,2,1,0,lost_cause
CUST_60108,5825.13,0.0,0.0,0.0,0,0,0.0,412,5,12,1,persuadable
CUST_48467,7717.57,0.0,0.0,0.0,1,0,0.0,181,2,5,1,sleeping_dog
CUST_33328,2809.4,0.0,0.0,0.0,0,0,0.0,360,4,14,0,persuadable
CUST_96831,7115.72,7115.72,0.0,0.0,0,1,4269.43,235,3,4,1,sleeping_dog
CUST_13987,3588.79,0.0,0.0,0.0,0,0,0.0,25,0,1,0,lost_cause
CUST_68871,7932.17,0.0,0.0,0.0,1,0,0.0,8,0,1,0,lost_cause
CUST_32399,2524.98,2524.98,0.0,0.0,0,1,1514.99,52,0,1,1,sure_thing
CUST_56214,4856.21,0.0,0.0,0.0,0,0,0.0,30,0,2,0,lost_cause
CUST_96416,6653.49,0.0,0.0,0.0,0,0,0.0,346,5,12,1,persuadable
CUST_80271,4312.18,3449.74,862.44,0.2,1,1,1724.87,69,0,1,1,sure_thing
CUST_54064,4542.55,3406.91,1135.64,0.25,1,1,1589.89,70,1,3,1,sure_thing
CUST_80091,7911.31,0.0,0.0,0.0,0,0,0.0,50,0,2,0,lost_cause
